gas_ftir_scan64_replicate1,gas_ftir_scan64_replicate2,gas_ftir_scan64_replicate3,gas_ftir_scan64_replicate4,gas_ftir_scan64_replicate5,gas_ftir_scan64_replicate6,gas_ftir_scan64_replicate7,gas_ftir_scan64_replicate8,gas_ftir_scan64_replicate9,gas_ftir_scan64_replicate10,gas_ftir_scan64_replicate11,gas_ftir_scan64_replicate12,gas_ftir_scan64_replicate13
134.76,135.58,128.88,129.69,130.2,131.08,104.75,104.99,100.06,99.9,91.57,100.22,98.79
134.76,135.58,128.86,129.66,130.19,131.07,104.75,104.99,100.06,99.9,91.57,100.22,98.79
134.76,135.57,128.86,129.66,130.18,131.06,104.76,105.0,100.06,99.9,91.57,100.22,98.79
134.69,135.51,128.87,129.68,130.16,131.04,104.76,105.0,100.07,99.9,91.57,100.22,98.79
134.62,135.43,128.86,129.66,130.11,130.99,104.76,105.0,100.07,99.9,91.57,100.22,98.79
134.58,135.4,128.82,129.62,130.08,130.95,104.76,105.0,100.07,99.9,91.57,100.22,98.79
134.6,135.41,128.79,129.59,130.07,130.94,104.76,105.0,100.07,99.9,91.57,100.22,98.79
134.6,135.41,128.78,129.58,130.06,130.94,104.77,105.0,100.07,99.9,91.56,100.23,98.79
134.57,135.38,128.77,129.57,130.05,130.92,104.77,105.0,100.07,99.9,91.56,100.23,98.79
134.53,135.35,128.75,129.55,130.02,130.9,104.76,105.0,100.07,99.9,91.56,100.23,98.79
134.53,135.34,128.73,129.53,130.01,130.88,104.76,104.99,100.07,99.9,91.56,100.23,98.79
134.53,135.34,128.73,129.53,130.01,130.88,104.76,105.0,100.07,99.9,91.56,100.23,98.79
134.53,135.33,128.73,129.53,130.01,130.88,104.76,105.0,100.07,99.9,91.56,100.23,98.79
134.51,135.32,128.72,129.52,130.0,130.87,104.76,105.0,100.07,99.9,91.55,100.22,98.79
134.5,135.31,128.71,129.5,129.99,130.86,104.76,105.0,100.07,99.9,91.55,100.22,98.79
134.48,135.28,128.71,129.5,129.97,130.84,104.76,105.0,100.07,99.9,91.55,100.22,98.79
134.43,135.23,128.71,129.5,129.95,130.82,104.76,105.0,100.07,99.9,91.55,100.22,98.79
134.37,135.18,128.7,129.49,129.91,130.78,104.76,105.0,100.07,99.9,91.55,100.22,98.8
134.33,135.13,128.68,129.47,129.88,130.75,104.76,105.0,100.07,99.9,91.55,100.22,98.8
134.31,135.11,128.66,129.45,129.86,130.72,104.76,105.0,100.07,99.9,91.55,100.22,98.8
134.3,135.1,128.65,129.44,129.84,130.71,104.76,105.0,100.07,99.9,91.54,100.22,98.8
134.27,135.07,128.65,129.44,129.83,130.69,104.77,105.0,100.07,99.9,91.54,100.22,98.8
134.25,135.05,128.64,129.43,129.81,130.68,104.77,105.0,100.07,99.91,91.54,100.22,98.8
134.24,135.04,128.63,129.42,129.8,130.66,104.76,105.0,100.07,99.91,91.54,100.22,98.8
134.24,135.04,128.63,129.41,129.8,130.66,104.76,105.0,100.07,99.91,91.54,100.22,98.79
134.24,135.04,128.63,129.42,129.8,130.66,104.77,105.0,100.07,99.91,91.54,100.22,98.79
134.22,135.02,128.63,129.42,129.79,130.65,104.77,105.0,100.07,99.91,91.54,100.22,98.79
134.21,135.0,128.62,129.41,129.78,130.64,104.77,105.0,100.07,99.91,91.54,100.22,98.79
134.2,135.0,128.62,129.4,129.77,130.63,104.77,105.0,100.07,99.91,91.54,100.22,98.79
134.21,135.0,128.62,129.4,129.77,130.63,104.77,105.0,100.07,99.91,91.54,100.22,98.79
134.22,135.01,128.62,129.41,129.78,130.64,104.77,105.0,100.07,99.91,91.55,100.22,98.79
134.23,135.02,128.62,129.41,129.79,130.65,104.76,105.0,100.07,99.91,91.55,100.22,98.79
134.24,135.04,128.63,129.41,129.8,130.66,104.76,104.99,100.07,99.91,91.55,100.22,98.79
134.27,135.07,128.63,129.41,129.81,130.67,104.75,104.98,100.07,99.9,91.54,100.22,98.78
134.31,135.1,128.64,129.42,129.84,130.69,104.75,104.98,100.07,99.9,91.54,100.22,98.78
134.34,135.13,128.65,129.43,129.85,130.71,104.74,104.98,100.07,99.9,91.54,100.22,98.79
134.35,135.14,128.66,129.44,129.87,130.72,104.74,104.98,100.07,99.9,91.54,100.23,98.79
134.35,135.15,128.66,129.44,129.87,130.73,104.75,104.98,100.07,99.9,91.54,100.23,98.79
134.36,135.15,128.67,129.45,129.88,130.73,104.75,104.98,100.07,99.9,91.54,100.23,98.79
134.35,135.14,128.68,129.46,129.88,130.74,104.76,104.99,100.07,99.9,91.54,100.23,98.79
134.35,135.14,128.7,129.47,129.88,130.74,104.76,105.0,100.07,99.9,91.55,100.23,98.79
134.33,135.12,128.71,129.49,129.88,130.73,104.77,105.0,100.07,99.9,91.55,100.23,98.79
134.32,135.11,128.72,129.5,129.88,130.73,104.78,105.01,100.07,99.9,91.55,100.23,98.79
134.32,135.11,128.73,129.51,129.88,130.74,104.78,105.02,100.07,99.9,91.55,100.23,98.79
134.34,135.12,128.74,129.52,129.89,130.75,104.79,105.02,100.07,99.9,91.55,100.22,98.8
134.35,135.14,128.77,129.54,129.91,130.76,104.8,105.03,100.07,99.91,91.56,100.22,98.8
134.37,135.16,128.79,129.57,129.93,130.78,104.81,105.04,100.07,99.91,91.56,100.22,98.8
134.38,135.17,128.81,129.59,129.95,130.8,104.81,105.04,100.07,99.91,91.56,100.22,98.8
134.4,135.18,128.83,129.6,129.97,130.82,104.81,105.04,100.07,99.91,91.57,100.22,98.8
134.43,135.22,128.85,129.62,129.99,130.84,104.81,105.04,100.07,99.91,91.57,100.22,98.8
134.48,135.26,128.88,129.65,130.02,130.87,104.82,105.05,100.07,99.91,91.57,100.22,98.8
134.52,135.3,128.91,129.68,130.06,130.9,104.82,105.05,100.07,99.91,91.57,100.22,98.8
134.56,135.35,128.94,129.71,130.09,130.94,104.82,105.05,100.07,99.91,91.57,100.22,98.79
134.62,135.4,128.96,129.74,130.13,130.97,104.82,105.05,100.07,99.91,91.57,100.22,98.79
134.68,135.46,128.99,129.77,130.17,131.02,104.82,105.05,100.07,99.91,91.57,100.22,98.79
134.73,135.51,129.03,129.8,130.21,131.06,104.82,105.05,100.07,99.91,91.57,100.22,98.79
134.77,135.56,129.05,129.82,130.25,131.1,104.83,105.05,100.07,99.9,91.58,100.23,98.79
134.81,135.6,129.07,129.84,130.28,131.13,104.83,105.05,100.07,99.9,91.58,100.23,98.79
134.85,135.63,129.09,129.86,130.31,131.16,104.83,105.05,100.07,99.9,91.58,100.23,98.79
134.86,135.64,129.11,129.88,130.34,131.18,104.83,105.05,100.07,99.9,91.58,100.23,98.79
134.87,135.65,129.13,129.9,130.35,131.2,104.83,105.05,100.07,99.9,91.58,100.23,98.79
134.87,135.65,129.14,129.91,130.36,131.2,104.83,105.06,100.07,99.9,91.57,100.23,98.79
134.88,135.66,129.15,129.93,130.36,131.21,104.83,105.06,100.07,99.91,91.57,100.23,98.79
134.89,135.67,129.17,129.94,130.37,131.21,104.84,105.06,100.07,99.91,91.57,100.23,98.79
134.88,135.66,129.18,129.95,130.37,131.21,104.84,105.07,100.07,99.9,91.57,100.23,98.79
134.89,135.66,129.18,129.95,130.36,131.2,104.84,105.07,100.07,99.9,91.57,100.23,98.79
134.92,135.69,129.18,129.95,130.37,131.21,104.85,105.07,100.07,99.9,91.56,100.23,98.79
134.96,135.74,129.2,129.96,130.4,131.24,104.85,105.07,100.07,99.9,91.56,100.23,98.79
134.99,135.76,129.21,129.98,130.42,131.26,104.84,105.07,100.07,99.9,91.56,100.23,98.79
135.02,135.79,129.21,129.98,130.44,131.28,104.83,105.06,100.07,99.9,91.56,100.23,98.79
135.08,135.85,129.2,129.97,130.47,131.31,104.82,105.05,100.07,99.9,91.56,100.23,98.79
135.15,135.93,129.21,129.98,130.5,131.34,104.82,105.04,100.07,99.9,91.56,100.23,98.79
135.18,135.95,129.24,130.01,130.53,131.37,104.82,105.04,100.07,99.9,91.56,100.23,98.79
135.16,135.94,129.25,130.01,130.53,131.37,104.81,105.04,100.07,99.9,91.56,100.23,98.79
135.15,135.92,129.24,130.0,130.53,131.37,104.8,105.03,100.07,99.9,91.56,100.23,98.79
135.16,135.93,129.22,129.98,130.53,131.36,104.8,105.02,100.07,99.9,91.56,100.23,98.79
135.16,135.93,129.22,129.98,130.53,131.36,104.8,105.02,100.06,99.9,91.56,100.23,98.79
135.12,135.89,129.23,129.99,130.51,131.34,104.81,105.03,100.06,99.9,91.56,100.23,98.79
135.05,135.82,129.22,129.98,130.46,131.3,104.81,105.04,100.06,99.9,91.56,100.23,98.79
134.98,135.75,129.19,129.95,130.42,131.25,104.82,105.04,100.06,99.9,91.56,100.23,98.78
134.93,135.7,129.17,129.93,130.38,131.22,104.82,105.05,100.06,99.9,91.56,100.23,98.78
134.9,135.67,129.16,129.92,130.36,131.19,104.83,105.05,100.06,99.9,91.56,100.23,98.78
134.86,135.62,129.15,129.91,130.33,131.17,104.83,105.06,100.06,99.9,91.56,100.23,98.78
134.81,135.58,129.13,129.89,130.3,131.13,104.84,105.06,100.06,99.9,91.56,100.23,98.78
134.77,135.54,129.12,129.87,130.27,131.1,104.84,105.06,100.07,99.9,91.56,100.23,98.78
134.75,135.51,129.1,129.86,130.25,131.08,104.84,105.07,100.07,99.9,91.56,100.23,98.78
134.74,135.51,129.09,129.85,130.24,131.07,104.84,105.07,100.07,99.9,91.56,100.23,98.78
134.74,135.5,129.08,129.84,130.23,131.06,104.84,105.07,100.07,99.9,91.56,100.23,98.78
134.74,135.5,129.07,129.83,130.23,131.06,104.84,105.06,100.07,99.9,91.55,100.23,98.78
134.75,135.51,129.06,129.81,130.23,131.06,104.84,105.06,100.07,99.9,91.55,100.23,98.78
134.78,135.54,129.05,129.81,130.24,131.06,104.83,105.06,100.07,99.9,91.55,100.23,98.78
134.81,135.57,129.06,129.81,130.25,131.07,104.83,105.05,100.07,99.9,91.55,100.23,98.78
134.82,135.58,129.06,129.81,130.25,131.08,104.83,105.05,100.07,99.9,91.55,100.23,98.79
134.84,135.6,129.05,129.8,130.26,131.09,104.82,105.04,100.07,99.9,91.55,100.23,98.79
134.87,135.62,129.03,129.78,130.27,131.1,104.81,105.03,100.07,99.9,91.55,100.23,98.79
134.9,135.66,129.02,129.77,130.29,131.11,104.81,105.03,100.07,99.9,91.54,100.23,98.79
134.93,135.68,129.02,129.77,130.3,131.12,104.8,105.02,100.07,99.9,91.54,100.23,98.79
134.92,135.68,129.02,129.77,130.3,131.12,104.8,105.02,100.07,99.9,91.54,100.23,98.79
134.91,135.66,129.01,129.76,130.29,131.12,104.8,105.02,100.07,99.9,91.54,100.23,98.79
134.89,135.64,128.99,129.74,130.29,131.11,104.8,105.01,100.07,99.9,91.54,100.23,98.79
134.86,135.61,128.99,129.74,130.28,131.1,104.8,105.02,100.07,99.9,91.55,100.23,98.79
134.82,135.57,128.99,129.74,130.25,131.07,104.8,105.02,100.07,99.9,91.55,100.23,98.79
134.76,135.51,128.99,129.74,130.22,131.04,104.81,105.03,100.07,99.9,91.55,100.23,98.79
134.71,135.46,128.98,129.73,130.18,131.0,104.82,105.04,100.06,99.9,91.55,100.23,98.79
134.66,135.41,128.97,129.72,130.15,130.97,104.82,105.04,100.06,99.9,91.55,100.23,98.79
134.61,135.36,128.96,129.71,130.12,130.94,104.83,105.05,100.06,99.9,91.56,100.23,98.79
134.57,135.32,128.96,129.7,130.1,130.91,104.84,105.06,100.06,99.9,91.56,100.23,98.78
134.55,135.3,128.95,129.69,130.08,130.9,104.84,105.06,100.06,99.9,91.56,100.23,98.78
134.55,135.3,128.94,129.69,130.08,130.89,104.84,105.06,100.06,99.9,91.56,100.23,98.78
134.55,135.3,128.94,129.69,130.08,130.89,104.84,105.06,100.07,99.9,91.56,100.23,98.78
134.55,135.3,128.95,129.69,130.08,130.89,104.84,105.06,100.07,99.9,91.56,100.23,98.78
134.57,135.32,128.94,129.69,130.09,130.9,104.84,105.06,100.07,99.9,91.56,100.23,98.78
134.61,135.36,128.95,129.69,130.1,130.92,104.84,105.05,100.07,99.9,91.56,100.23,98.78
134.66,135.4,128.96,129.7,130.13,130.94,104.83,105.05,100.07,99.9,91.56,100.23,98.78
134.69,135.43,128.97,129.71,130.16,130.97,104.83,105.05,100.07,99.9,91.55,100.23,98.78
134.71,135.45,128.98,129.72,130.18,130.99,104.82,105.04,100.07,99.9,91.55,100.23,98.78
134.74,135.48,128.97,129.71,130.2,131.02,104.82,105.03,100.07,99.9,91.55,100.23,98.78
134.79,135.53,128.98,129.72,130.23,131.04,104.81,105.03,100.07,99.9,91.55,100.23,98.78
134.81,135.56,129.0,129.74,130.26,131.07,104.81,105.02,100.07,99.9,91.55,100.23,98.78
134.8,135.54,129.01,129.75,130.26,131.07,104.81,105.02,100.07,99.9,91.55,100.23,98.78
134.78,135.52,129.01,129.75,130.25,131.06,104.8,105.02,100.07,99.9,91.55,100.23,98.78
134.78,135.52,129.01,129.75,130.25,131.06,104.8,105.02,100.07,99.9,91.55,100.23,98.78
134.8,135.54,129.02,129.76,130.26,131.07,104.81,105.02,100.07,99.9,91.55,100.23,98.78
134.8,135.54,129.04,129.78,130.26,131.07,104.81,105.03,100.07,99.9,91.55,100.23,98.78
134.79,135.52,129.05,129.79,130.26,131.06,104.82,105.03,100.07,99.9,91.55,100.23,98.79
134.77,135.51,129.05,129.79,130.25,131.06,104.82,105.03,100.07,99.9,91.55,100.23,98.79
134.78,135.52,129.05,129.79,130.25,131.06,104.82,105.04,100.07,99.9,91.55,100.23,98.79
134.8,135.54,129.06,129.79,130.26,131.07,104.82,105.04,100.07,99.9,91.55,100.23,98.79
134.82,135.56,129.07,129.8,130.28,131.08,104.82,105.04,100.07,99.9,91.55,100.23,98.79
134.83,135.57,129.07,129.81,130.29,131.09,104.82,105.03,100.07,99.9,91.55,100.23,98.78
134.83,135.57,129.07,129.8,130.29,131.1,104.81,105.03,100.06,99.9,91.55,100.23,98.78
134.84,135.57,129.06,129.79,130.3,131.1,104.81,105.02,100.06,99.9,91.55,100.23,98.78
134.85,135.59,129.06,129.79,130.3,131.1,104.8,105.02,100.06,99.9,91.55,100.23,98.78
134.86,135.6,129.06,129.79,130.31,131.11,104.8,105.02,100.07,99.9,91.55,100.23,98.78
134.86,135.59,129.06,129.79,130.31,131.11,104.8,105.02,100.07,99.9,91.55,100.23,98.78
134.84,135.57,129.06,129.79,130.3,131.1,104.8,105.02,100.07,99.9,91.55,100.23,98.78
134.82,135.55,129.05,129.78,130.29,131.09,104.8,105.01,100.07,99.89,91.55,100.23,98.78
134.82,135.55,129.04,129.77,130.29,131.09,104.8,105.01,100.07,99.89,91.55,100.23,98.78
134.81,135.54,129.04,129.77,130.28,131.08,104.8,105.01,100.07,99.89,91.55,100.23,98.78
134.79,135.52,129.04,129.77,130.27,131.07,104.8,105.02,100.07,99.89,91.55,100.23,98.78
134.77,135.5,129.04,129.77,130.25,131.05,104.81,105.02,100.07,99.89,91.55,100.23,98.78
134.75,135.47,129.04,129.76,130.24,131.03,104.81,105.02,100.07,99.89,91.54,100.23,98.78
134.73,135.45,129.04,129.76,130.23,131.02,104.82,105.03,100.07,99.89,91.54,100.23,98.78
134.71,135.44,129.04,129.76,130.22,131.01,104.82,105.03,100.07,99.89,91.54,100.23,98.78
134.7,135.42,129.04,129.76,130.21,131.0,104.82,105.03,100.07,99.89,91.54,100.23,98.78
134.69,135.41,129.04,129.76,130.2,130.99,104.83,105.04,100.07,99.89,91.54,100.23,98.78
134.68,135.4,129.03,129.76,130.19,130.99,104.83,105.04,100.07,99.89,91.53,100.23,98.78
134.68,135.4,129.04,129.76,130.2,130.99,104.83,105.04,100.07,99.89,91.53,100.23,98.78
134.68,135.41,129.04,129.76,130.2,130.99,104.83,105.04,100.07,99.89,91.53,100.23,98.79
134.69,135.41,129.04,129.76,130.21,131.0,104.83,105.04,100.07,99.89,91.53,100.23,98.79
134.7,135.42,129.04,129.77,130.22,131.01,104.84,105.05,100.07,99.89,91.53,100.23,98.79
134.71,135.43,129.05,129.77,130.22,131.01,104.84,105.05,100.07,99.89,91.53,100.23,98.79
134.72,135.44,129.05,129.77,130.23,131.02,104.84,105.05,100.07,99.89,91.53,100.23,98.79
134.73,135.45,129.06,129.78,130.24,131.02,104.84,105.05,100.07,99.89,91.53,100.23,98.79
134.74,135.46,129.06,129.78,130.24,131.03,104.84,105.05,100.07,99.89,91.53,100.23,98.79
134.76,135.47,129.06,129.78,130.26,131.04,104.84,105.05,100.07,99.89,91.53,100.23,98.78
134.77,135.48,129.07,129.79,130.27,131.06,104.84,105.05,100.07,99.89,91.53,100.23,98.78
134.78,135.5,129.07,129.79,130.28,131.07,104.84,105.05,100.07,99.89,91.53,100.23,98.78
134.8,135.51,129.08,129.8,130.29,131.08,104.84,105.05,100.07,99.89,91.53,100.23,98.78
134.81,135.52,129.09,129.8,130.3,131.08,104.84,105.05,100.07,99.89,91.53,100.23,98.78
134.8,135.52,129.09,129.81,130.3,131.09,104.85,105.06,100.07,99.89,91.53,100.23,98.77
134.79,135.51,129.1,129.81,130.3,131.09,104.85,105.06,100.07,99.89,91.53,100.23,98.77
134.79,135.5,129.1,129.81,130.3,131.09,104.85,105.06,100.07,99.89,91.53,100.23,98.77
134.78,135.49,129.11,129.82,130.3,131.09,104.86,105.06,100.07,99.89,91.53,100.23,98.77
134.78,135.49,129.12,129.83,130.3,131.08,104.86,105.07,100.07,99.89,91.53,100.23,98.77
134.77,135.48,129.13,129.84,130.3,131.08,104.86,105.07,100.07,99.89,91.52,100.23,98.77
134.76,135.47,129.14,129.85,130.29,131.08,104.87,105.07,100.07,99.89,91.52,100.23,98.77
134.75,135.46,129.14,129.86,130.29,131.07,104.87,105.08,100.07,99.89,91.52,100.23,98.77
134.75,135.46,129.15,129.86,130.29,131.07,104.87,105.08,100.07,99.89,91.52,100.23,98.77
134.75,135.46,129.16,129.87,130.3,131.08,104.88,105.08,100.07,99.89,91.52,100.23,98.77
134.76,135.47,129.16,129.87,130.31,131.09,104.88,105.08,100.07,99.89,91.52,100.23,98.77
134.77,135.48,129.17,129.88,130.32,131.1,104.88,105.08,100.07,99.89,91.52,100.23,98.77
134.79,135.49,129.18,129.89,130.33,131.1,104.88,105.08,100.07,99.89,91.52,100.23,98.78
134.8,135.51,129.18,129.89,130.34,131.11,104.88,105.08,100.07,99.89,91.52,100.23,98.78
134.83,135.53,129.19,129.9,130.35,131.13,104.88,105.08,100.07,99.89,91.52,100.23,98.78
134.85,135.55,129.2,129.91,130.36,131.14,104.88,105.08,100.07,99.89,91.52,100.23,98.78
134.87,135.58,129.2,129.91,130.38,131.16,104.87,105.08,100.07,99.89,91.52,100.23,98.78
134.9,135.6,129.21,129.92,130.4,131.17,104.87,105.07,100.07,99.89,91.52,100.23,98.78
134.93,135.63,129.21,129.92,130.42,131.19,104.86,105.07,100.07,99.89,91.52,100.23,98.78
134.96,135.67,129.22,129.93,130.43,131.21,104.86,105.06,100.07,99.89,91.52,100.23,98.78
134.98,135.69,129.23,129.94,130.45,131.22,104.86,105.06,100.06,99.89,91.52,100.23,98.78
134.99,135.69,129.24,129.95,130.46,131.23,104.86,105.06,100.06,99.89,91.52,100.23,98.78
134.99,135.69,129.24,129.95,130.46,131.23,104.86,105.06,100.06,99.89,91.52,100.23,98.78
134.99,135.69,129.25,129.95,130.46,131.23,104.86,105.06,100.06,99.89,91.52,100.23,98.78
134.98,135.68,129.25,129.95,130.45,131.23,104.86,105.06,100.06,99.89,91.53,100.23,98.78
134.97,135.67,129.25,129.96,130.45,131.22,104.86,105.07,100.06,99.89,91.53,100.23,98.78
134.95,135.65,129.26,129.96,130.44,131.21,104.87,105.07,100.06,99.89,91.53,100.23,98.78
134.94,135.64,129.26,129.96,130.43,131.2,104.87,105.07,100.07,99.89,91.53,100.23,98.78
134.94,135.63,129.26,129.96,130.43,131.2,104.87,105.07,100.07,99.89,91.53,100.23,98.78
134.94,135.63,129.26,129.97,130.43,131.2,104.87,105.08,100.07,99.89,91.52,100.23,98.77
134.94,135.64,129.27,129.97,130.43,131.2,104.87,105.08,100.07,99.89,91.52,100.23,98.77
134.95,135.64,129.27,129.97,130.43,131.2,104.88,105.08,100.07,99.89,91.52,100.23,98.77
134.95,135.65,129.27,129.97,130.44,131.2,104.88,105.08,100.07,99.89,91.52,100.23,98.77
134.96,135.65,129.27,129.97,130.44,131.2,104.88,105.08,100.07,99.89,91.52,100.23,98.77
134.97,135.66,129.27,129.97,130.44,131.21,104.88,105.08,100.07,99.89,91.51,100.24,98.77
134.98,135.67,129.27,129.97,130.45,131.21,104.88,105.08,100.07,99.89,91.51,100.24,98.77
134.98,135.68,129.27,129.97,130.45,131.22,104.88,105.08,100.07,99.89,91.51,100.24,98.78
134.99,135.68,129.27,129.97,130.46,131.22,104.87,105.07,100.07,99.89,91.5,100.24,98.78
134.99,135.69,129.27,129.97,130.46,131.22,104.87,105.07,100.07,99.89,91.5,100.23,98.78
135.0,135.69,129.27,129.96,130.46,131.22,104.87,105.07,100.07,99.89,91.5,100.23,98.78
135.0,135.69,129.26,129.96,130.46,131.22,104.87,105.07,100.07,99.89,91.5,100.23,98.78
134.99,135.68,129.26,129.96,130.46,131.22,104.87,105.07,100.07,99.89,91.5,100.23,98.78
134.99,135.68,129.26,129.95,130.46,131.22,104.87,105.07,100.07,99.89,91.49,100.23,98.78
134.99,135.68,129.26,129.96,130.46,131.22,104.88,105.08,100.07,99.89,91.49,100.23,98.78
134.99,135.68,129.27,129.96,130.46,131.22,104.88,105.08,100.07,99.89,91.49,100.23,98.78
134.99,135.67,129.27,129.96,130.46,131.22,104.88,105.08,100.07,99.89,91.49,100.23,98.78
134.98,135.67,129.28,129.97,130.46,131.22,104.88,105.08,100.07,99.89,91.49,100.23,98.78
134.98,135.66,129.28,129.97,130.46,131.21,104.88,105.08,100.07,99.89,91.49,100.23,98.78
134.97,135.66,129.28,129.97,130.45,131.21,104.89,105.08,100.07,99.89,91.49,100.23,98.78
134.97,135.65,129.28,129.97,130.45,131.21,104.89,105.08,100.07,99.89,91.49,100.23,98.78
134.96,135.65,129.28,129.97,130.45,131.21,104.89,105.09,100.07,99.89,91.49,100.23,98.78
134.97,135.65,129.28,129.97,130.46,131.21,104.89,105.09,100.07,99.89,91.49,100.23,98.77
134.97,135.65,129.29,129.98,130.46,131.22,104.89,105.09,100.07,99.89,91.49,100.23,98.77
134.98,135.66,129.29,129.98,130.47,131.22,104.89,105.09,100.07,99.89,91.49,100.23,98.77
134.98,135.66,129.3,129.98,130.47,131.23,104.89,105.09,100.07,99.89,91.49,100.23,98.77
134.99,135.67,129.3,129.99,130.48,131.23,104.89,105.09,100.07,99.89,91.49,100.23,98.77
134.99,135.67,129.31,129.99,130.48,131.23,104.89,105.09,100.07,99.89,91.49,100.23,98.77
135.0,135.68,129.31,130.0,130.48,131.24,104.89,105.09,100.07,99.89,91.49,100.23,98.77
135.0,135.68,129.31,130.0,130.49,131.24,104.89,105.09,100.07,99.89,91.49,100.23,98.77
135.01,135.68,129.31,130.0,130.49,131.24,104.89,105.09,100.07,99.89,91.49,100.23,98.77
135.0,135.68,129.31,130.0,130.49,131.24,104.89,105.08,100.07,99.89,91.49,100.23,98.77
135.0,135.67,129.31,129.99,130.49,131.24,104.89,105.08,100.07,99.89,91.49,100.23,98.77
134.99,135.67,129.31,129.99,130.49,131.24,104.89,105.08,100.07,99.89,91.49,100.23,98.77
134.99,135.67,129.31,129.99,130.49,131.24,104.89,105.08,100.07,99.89,91.49,100.24,98.77
134.99,135.66,129.31,129.99,130.49,131.24,104.89,105.08,100.07,99.89,91.49,100.24,98.77
134.98,135.66,129.31,129.99,130.49,131.24,104.89,105.08,100.07,99.89,91.49,100.24,98.78
134.98,135.65,129.31,129.99,130.49,131.23,104.89,105.09,100.07,99.89,91.49,100.24,98.78
134.97,135.64,129.31,129.99,130.48,131.23,104.89,105.09,100.07,99.89,91.49,100.24,98.78
134.96,135.64,129.3,129.98,130.48,131.22,104.89,105.09,100.07,99.89,91.49,100.23,98.78
134.96,135.63,129.3,129.98,130.47,131.22,104.89,105.09,100.07,99.89,91.49,100.23,98.78
134.95,135.62,129.3,129.98,130.46,131.21,104.89,105.09,100.07,99.89,91.49,100.23,98.78
134.94,135.61,129.29,129.97,130.46,131.2,104.89,105.08,100.07,99.89,91.49,100.23,98.78
134.93,135.6,129.29,129.97,130.45,131.19,104.89,105.08,100.07,99.89,91.49,100.23,98.78
134.93,135.6,129.29,129.96,130.45,131.19,104.89,105.08,100.06,99.89,91.49,100.23,98.78
134.93,135.59,129.28,129.96,130.45,131.19,104.89,105.08,100.06,99.89,91.49,100.23,98.78
134.93,135.59,129.28,129.96,130.45,131.19,104.88,105.08,100.06,99.89,91.49,100.23,98.78
134.93,135.59,129.28,129.96,130.45,131.19,104.88,105.08,100.06,99.89,91.5,100.23,98.78
134.93,135.59,129.28,129.95,130.44,131.18,104.88,105.07,100.06,99.89,91.5,100.23,98.78
134.93,135.59,129.27,129.95,130.44,131.18,104.88,105.07,100.07,99.89,91.5,100.23,98.78
134.93,135.59,129.27,129.94,130.44,131.18,104.88,105.07,100.07,99.89,91.5,100.23,98.77
134.92,135.59,129.26,129.94,130.43,131.17,104.88,105.07,100.06,99.89,91.5,100.23,98.77
134.92,135.58,129.26,129.93,130.43,131.17,104.88,105.07,100.06,99.89,91.5,100.23,98.77
134.92,135.58,129.25,129.92,130.42,131.16,104.88,105.07,100.06,99.89,91.5,100.23,98.77
134.91,135.57,129.25,129.92,130.42,131.15,104.88,105.07,100.06,99.89,91.5,100.24,98.77
134.91,135.57,129.24,129.91,130.41,131.15,104.88,105.07,100.06,99.89,91.49,100.24,98.77
134.9,135.56,129.24,129.91,130.41,131.15,104.88,105.07,100.06,99.89,91.49,100.24,98.77
134.9,135.56,129.24,129.91,130.41,131.14,104.88,105.07,100.06,99.89,91.49,100.24,98.77
134.9,135.56,129.24,129.91,130.41,131.14,104.88,105.07,100.06,99.89,91.49,100.24,98.77
134.9,135.56,129.24,129.91,130.41,131.14,104.88,105.07,100.06,99.89,91.49,100.24,98.77
134.89,135.55,129.24,129.91,130.41,131.14,104.88,105.07,100.06,99.89,91.48,100.24,98.77
134.89,135.55,129.24,129.91,130.41,131.14,104.88,105.07,100.06,99.89,91.48,100.24,98.77
134.89,135.55,129.24,129.91,130.41,131.14,104.89,105.08,100.06,99.89,91.48,100.24,98.77
134.9,135.55,129.25,129.92,130.41,131.14,104.89,105.08,100.06,99.89,91.48,100.24,98.77
134.9,135.55,129.25,129.92,130.41,131.14,104.89,105.08,100.06,99.89,91.48,100.24,98.77
134.9,135.56,129.26,129.92,130.42,131.15,104.89,105.08,100.06,99.89,91.48,100.24,98.77
134.91,135.56,129.26,129.92,130.43,131.15,104.9,105.08,100.06,99.89,91.48,100.24,98.77
134.91,135.57,129.26,129.93,130.43,131.16,104.9,105.09,100.06,99.89,91.48,100.24,98.77
134.92,135.57,129.27,129.93,130.44,131.16,104.9,105.09,100.06,99.89,91.48,100.24,98.77
134.92,135.58,129.27,129.94,130.44,131.17,104.9,105.09,100.06,99.89,91.48,100.24,98.77
134.93,135.58,129.28,129.95,130.45,131.18,104.91,105.09,100.06,99.89,91.48,100.24,98.77
134.94,135.59,129.29,129.95,130.46,131.19,104.91,105.1,100.06,99.89,91.48,100.24,98.77
134.95,135.6,129.3,129.96,130.47,131.2,104.91,105.1,100.06,99.89,91.48,100.24,98.76
